,Provider,Name,Longitude,Latitude,Elevation,year,month,HNsum,HSmean_gapfill,HSmax_gapfill
333144,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1986,1,,3.32258064516129,7.0
333145,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1986,2,,49.0,85.0
333146,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1986,3,,25.6451612903226,81.0
333147,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1986,4,,0.3,4.0
333148,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1986,5,,0.0,0.0
333149,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1986,6,,0.0,0.0
333150,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1986,7,,0.0,0.0
333151,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1986,8,,0.0,0.0
333152,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1986,9,,0.0,0.0
333153,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1986,10,,0.0,0.0
333154,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1986,11,,0.0,0.0
333155,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1986,12,,6.41935483870968,22.0
333156,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1987,1,,18.0322580645161,37.0
333157,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1987,2,,15.2857142857143,39.0
333158,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1987,3,,25.8064516129032,44.0
333159,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1987,4,,1.13333333333333,14.0
333160,AT_HZB,Unterhoflein,16.0322222222222,47.7952777777778,441.0,1987,5,,0.0,0.0
